"","Number","Cell","Slice","Date","Sample","Mouse","Mouse date of birth","Mouse age","Mouse gender","Mouse genotype","Targeted layer","Inferred layer","Cre","Exon reads","Intron reads","Intergenic reads","Sequencing batch","Number of genes detected","RNA family","RNA type","RNA type confidence","RNA type top-3","ALM/VISp top-3","top_cluster_string","top_alm_visp_cluster","cluster_score_string","cluster_score_string_number","rest","top_alm_visp_subclass","Length (bp)","Yield (pg/µl)","User","Hold Time (min)","Soma depth (µm)","Soma depth (4x)","Cortical thickness (4x)","Cortical thickness (µm)","Traced","Exclusion reasons","top_cluster_score","C1qb","Tyrobp","cell id","AP Fano factor","AP amplitude (mV)","AP amplitude adaptation index","AP amplitude average adaptation index","AP coefficient of variation","AP threshold (mV)","AP width (ms)","Afterdepolarization (mV)","Afterhyperpolarization (mV)","Burstiness","ISI Fano factor","ISI adaptation index","ISI average adaptation index","ISI coefficient of variation","Input resistance (MOhm)","Latency (ms)","Latency @ +20pA current (ms)","Max number of APs","Membrane time constant (ms)","Rebound (mV)","Rebound number of APs","Resting membrane potential (mV)","Rheobase (pA)","Sag area (mV*s)","Sag ratio","Sag time (s)","Spike frequency adaptation","Upstroke-to-downstroke ratio","Wildness","major_type","contam_type","marker_sum","marker_sum_norm","contam_sum","quality_score","Glutamatergic","Astro","Endo","GABAergic","Macrophage","Oligo","Peri","SMC","VLMC"
"1248",1248,"20190925_sample_6","20190925_slice_6",2019-09-25,"Sample 6","mouse_EODLM",2019-05-19,129,"F","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST-",3454282,3043425,441812,10,12948,"Pvalb","Pvalb Gpr149",1,"Pvalb Gpr149 (99.6%)","Pvalb Gpr149 Islr (91.0%), Pvalb Reln Itm2a (9.0%)","Pvalb Gpr149 Islr (91.0%), Pvalb Reln Itm2a (9.0%)","Pvalb Gpr149 Islr","91.0%), Pvalb Reln Itm2a","91.0",", Pvalb Reln Itm2a","Pvalb",1885,369.18,"Fede",35,"772.5",281.2,556.5,1535.94,"y",NA,91,5.42023485480387,5.29217780521077,"20190925_sample_6",1.34886892602892,69.0104998648167,0.928605187566407,0.996221206655617,0.173794641425955,-25.5770944058895,0.519999999999993,0,-15.5451521277428,0,5.67717264112705e-05,1.1284046692607,1.01493133092504,0.100815843390148,92.9997054720297,13.32,10.8,107,5.91250845457615,0.802081475556534,0,-48.1014830693603,200,0,1.07633168105654,0,0.859649122807018,1.06156720044932,0,"Glutamatergic","Pvalb_on",43.3003174210609,0.199739445862583,NA,0.282162254111433,-Inf,0.233964107336748,NA,0.742201258693012,0.215002078958603,0.04835434720614,NA,NA,0.0501180916716733
"1249",1249,"20190925_sample_7","20190925_slice_7",2019-09-25,"Sample 7","mouse_EODLM",2019-05-19,129,"F","Sst-IRES-Cre/wt; Ai9/wt","6","6","SST+",3286926,2645023,487356,10,9338,"Sst","Sst Calb2",0.85,"Sst Calb2 (84.6%), Sst Chodl (9.3%), Sst Hpse (3.4%)","Sst Calb2 Pdlim5 (98.0%)","Sst Calb2 Pdlim5 (98.0%)","Sst Calb2 Pdlim5","98.0%)","98.0","","Sst",1732,163.32,"Fede",32,"1218.9",441.6,538.1,1485.156,NA,NA,98,-1.36474471660176,-1.36474471660176,"20190925_sample_7",1.07320971613422,75.3045417368412,0.935067038387985,0.982846110887476,0.139403982092178,-35.0402928888798,0.960000000000016,0,-17.1936899423599,0,0.0147082715378815,1.50953206239168,1.15482532332232,0.572452568776158,390.038844080021,64.4,35.12,14,15.3305436496918,11.0108753987895,0,-61.3367954134941,40,68.8994832783936,1.209623398176,0.51452,0.75,2.04229420454769,0,"Glutamatergic","Sst_on",31.5286393607614,0.145438032092962,NA,0.254381029218322,-Inf,0.0486522095518522,NA,0.586766587631741,0.0316298532047885,0.0324169875579033,NA,NA,0.0139533197997615
"1250",1250,"20190926_sample_2","20190926_slice_2",2019-09-26,"Sample 2","mouse_BSSDD",2019-05-19,130,"M","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST-",5848074,6957386,911972,10,15311,"ET","L5 ET_3",0.58,"L5 ET_3 (57.6%), L5 ET_4 (21.7%), L5 ET_2 (17.7%)","L5 PT ALM Hpgd (55.0%), L5 PT VISp Lgr5 (29.0%), L5 PT ALM Npsr1 (9.0%)","L5 PT ALM Hpgd (55.0%), L5 PT VISp Lgr5 (29.0%), L5 PT ALM Npsr1 (9.0%)","L5 PT ALM Hpgd","55.0%), L5 PT VISp Lgr5","55.0",", L5 PT VISp Lgr5","L5",2220,352.37,"Fede",23,"706.4",252.2,499.3,1378.068,"y",NA,55,5.99568442285809,2.99753858973208,"20190926_sample_2",5.90189449200816,95.7955382764339,0.416256180605954,1.04750631452881,0.333416254113257,-46.5631820261478,1.72,0,8.53694975376129,0,0.0120294222211325,11.4578947368421,7.65039890723594,0.425032887375081,46.458798982203,74.48,46.64,8,12.0734794338794,1.3430840614725,0,-71.4722282350063,380,0,1.19978259875642,0,0.333333333333333,5.05492397805994,0,"Glutamatergic","L5.PT_on",169.247041430898,0.780717377670919,NA,0.47481578945122,-Inf,0.308225932476477,NA,0.10920995628922,0.145119513383586,0.0610004413625362,NA,NA,0.0535899339124074
"1251",1251,"20190926_sample_3","20190926_slice_3",2019-09-26,"Sample 3","mouse_BSSDD",2019-05-19,130,"M","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",2290603,1350282,203887,10,8399,"Sst","Sst C1ql3_2",0.77,"Sst C1ql3_2 (77.3%), Sst Tac2 (16.9%), Sst Myh8_3 (3.1%)","Sst Tac2 Tacstd2 (77.0%), Sst Rxfp1 Prdm8 (16.0%), Sst Rxfp1 Eya1 (7.0%)","Sst Tac2 Tacstd2 (77.0%), Sst Rxfp1 Prdm8 (16.0%), Sst Rxfp1 Eya1 (7.0%)","Sst Tac2 Tacstd2","77.0%), Sst Rxfp1 Prdm8","77.0",", Sst Rxfp1 Prdm8","Sst",1909,76.9,"Fede",27,"770.4",282.7,462.5,1276.5,NA,NA,77,6.97507890986965,-1.36474471660176,"20190926_sample_3",3.14756891882758,95.2596478164196,0.886023019638528,0.986487498190032,0.256200237019746,-44.4649793207645,1.11999999999998,0,-0.140644609928131,0.38409475465313,0.00176079865092748,1.64701986754967,1.15192743464052,0.272456708732849,196.765843041241,34.32,18.8,26,17.4521477650486,9.74237570703751,4,-51.4023703880608,20,42.3507039202751,1.42297200106097,0.47484,0.666666666666667,2.25048050077634,0,"Glutamatergic","Sst_on",23.0240355921888,0.106207260930317,NA,0.236673311633247,-Inf,0.180804463851207,NA,0.707093354998271,0.143759114075364,0.0217644127819513,NA,NA,-0.0161247163168122
"1252",1252,"20190926_sample_4","20190926_slice_4",2019-09-26,"Sample 4","mouse_BSSDD",2019-05-19,130,"M","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST-",1461162,1597908,247459,10,6994,"ET","L5 ET_1",0.55,"L5 ET_1 (54.7%), L5 ET_4 (27.3%), L5 ET_3 (13.0%)","L5 PT ALM Slco2a1 (56.0%), L5 PT ALM Npsr1 (18.0%), L5 PT ALM Hpgd (12.0%)","L5 PT ALM Slco2a1 (56.0%), L5 PT ALM Npsr1 (18.0%), L5 PT ALM Hpgd (12.0%)","L5 PT ALM Slco2a1","56.0%), L5 PT ALM Npsr1","56.0",", L5 PT ALM Npsr1","L5",2212,66.87,"Fede",23,"899.6",326.1,506.4,1397.664,"y",NA,56,6.96913733818112,7.65131163240918,"20190926_sample_4",4.72297083627821,97.4742323160172,0.740856343472453,1.00202946059548,0.274351594152865,-31.4508974552155,1.28,0,-1.32403150200844,0.644628099173554,0.00225120840893449,2.0421052631579,3.40589252848138,0.291914984573322,79.0753966011107,101.76,59.84,24,13.4128671450667,2.03782096680649,0,-58.2971085362136,180,0,1.16006711916043,0,0.692307692307692,3.88021978532307,1,"Glutamatergic","L5.PT_on",79.3952751867857,0.36624138607821,NA,0.268493762589457,-Inf,0.0815590625807585,NA,0.133634088932919,0.173941037605649,0.127188298476065,NA,NA,-0.0234799941698637
"1253",1253,"20190926_sample_5","20190926_slice_5",2019-09-26,"Sample 5","mouse_BSSDD",2019-05-19,130,"M","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",2946641,2255253,233433,10,10261,"Pvalb","Pvalb Gpr149",0.85,"Pvalb Gpr149 (84.6%), Pvalb Calb1_2 (15.3%)","Pvalb Gpr149 Islr (100.0%)","Pvalb Gpr149 Islr (100.0%)","Pvalb Gpr149 Islr","100.0%)","100.0","","Pvalb",2164,146.45,"Fede",42,"763.4",276.3,466.9,1288.644,"y",NA,100,-1.36474471660177,-1.36474471660177,"20190926_sample_5",0.962641046228527,68.1877601891756,0.937079718312794,0.997363387577713,0.139968083688488,-27.0001161843538,0.640000000000002,0,-18.6168495565653,0,7.11638500522575e-05,1.17355371900826,1.00873696609692,0.0900621996445594,143.950784858316,12.88,9.04000000000001,69,5.5439992377236,0.525022804971599,0,-53.5658144325018,160,0,1.03747963314943,0,0.888888888888889,1.28973598597398,0,"Glutamatergic","Pvalb_on",30.2693947943421,0.139629279943267,NA,0.296173877726091,-Inf,0.0831791999083111,NA,0.618719656534171,0.0470622942569586,0.0475718220646811,NA,NA,0.0346704040396504
"1254",1254,"20190926_sample_6","20190926_slice_6",2019-09-26,"Sample 6","mouse_BSSDD",2019-05-19,130,"M","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",2927243,1938863,278970,10,9876,"Sst","Sst Pvalb Etv1",0.67,"Sst Pvalb Etv1 (67.3%), Sst Calb2 (23.7%), Sst Pvalb Calb2 (3.9%)","Sst Nr2f2 Necab1 (72.0%), Sst Calb2 Pdlim5 (17.0%), Sst Calb2 Necab1 (11.0%)","Sst Nr2f2 Necab1 (72.0%), Sst Calb2 Pdlim5 (17.0%), Sst Calb2 Necab1 (11.0%)","Sst Nr2f2 Necab1","72.0%), Sst Calb2 Pdlim5","72.0",", Sst Calb2 Pdlim5","Sst",2315,66.77,"Fede",40,"638",231.1,460.1,1269.876,NA,NA,72,9.2194445430617,5.8204034386164,"20190926_sample_6",0.40325970156044,85.3002034127712,0.933558958424993,0.992798943416545,0.0826516426999092,-40.3793565928936,0.760000000000011,0,-9.73140820860863,0.424870466321244,0.000702583760510053,1.04077669902913,1.05753344856834,0.206972391703288,257.780292919704,86.6,28.36,37,12.8889244265541,17.3639874691122,7,-57.3575997889042,20,27.4783177468182,1.17189070692254,0.26232,0.761904761904762,1.68681712570647,0,"Glutamatergic","Sst_on",34.1315149268858,0.157444801423805,NA,0.225558111779757,-Inf,0.0456379635595335,NA,0.702132824771933,0.246443573292919,0.0478964456901456,NA,NA,-0.00224461061133063
"1255",1255,"20190927_sample_1","20190927_slice_1",2019-09-27,"Sample 1","mouse_ZKETK",2019-08-08,50,"F","Vipr2-IRES2-Cre-D/wt; Ai9/wt","5","2/3","VIPR2+",328041,313035,38678,10,9166,"IT","L2/3 IT_3",0.91,"L2/3 IT_3 (90.6%), L5 ET_2 (2.7%), L5 ET_3 (2.0%)","L2/3 IT VISp Agmat (49.0%), L2/3 IT VISp Rrad (49.0%)","L2/3 IT VISp Agmat (49.0%), L2/3 IT VISp Rrad (49.0%)","L2/3 IT VISp Agmat","49.0%), L2/3 IT VISp Rrad","49.0",", L2/3 IT VISp Rrad","L2/3",NA,NA,"Fede",25,"289.4",106.2,502.2,1386.072,"y",NA,49,7.33340700117847,7.43909451195508,"20190927_sample_1",1.68080611196462,93.9900614321232,0.895948118074269,0.96825262774519,0.166502866426089,-32.4983969330788,2.19999999999998,0,-5.31632080674171,0.463835434638354,0.00509169448219625,1.65190767781441,1.3277634293191,0.294107624319049,78.1416265318791,128.08,64.16,11,11.2867757613019,0.0721315253000228,0,-67.6811746239662,240,0,1.02091464837558,0,0.833333333333333,5.66458284620981,0,"Glutamatergic","L5.IT_on",138.10989502963,0.637085258131162,NA,0.357066009640482,-Inf,0.223169121107615,NA,-0.00692823632969745,0.329333155543178,0.0242223042292628,NA,NA,0.0197332558151214
"1256",1256,"20190927_sample_2","20190927_slice_2",2019-09-27,"Sample 2","mouse_ZKETK",2019-08-08,50,"F","Vipr2-IRES2-Cre-D/wt; Ai9/wt","5","6","VIPR2+",1047796,1369105,166018,10,8606,"CT","L6 CT Pou3f2",0.88,"L6 CT Pou3f2 (88.0%), L6 CT Cpa6 (9.1%)","L6 CT VISp Ctxn3 Brinp3 (50.0%), L6 CT ALM Nxph2 Sla (47.0%)","L6 CT VISp Ctxn3 Brinp3 (50.0%), L6 CT ALM Nxph2 Sla (47.0%)","L6 CT VISp Ctxn3 Brinp3","50.0%), L6 CT ALM Nxph2 Sla","50.0",", L6 CT ALM Nxph2 Sla","L6",NA,NA,"Fede",29,"1127.2",410.7,526.4,1452.864,"y",NA,50,0.187839908572805,4.11105338224356,"20190927_sample_2",5.76330232610647,93.2223759591579,0.830711431979074,0.985510029848036,0.398642508113066,-44.0527945756912,1.56000000000001,0.696904957294464,-4.75494191050529,0.219765929778933,0.000668903258281221,1.4382889200561,1.07643419216619,0.178121737454753,196.437992880742,43.8,19.76,29,9.90209744404116,8.00600172263884,3,-54.4428566999733,2.35294117647058,0,1.10224981498677,0,0.866666666666667,3.83518247644049,0,"Glutamatergic","L6.CT_on",150.901865543112,0.696093165094233,NA,0.425820949555492,-Inf,0.0774017799191645,NA,0.113119484953048,0.134327013899603,0.0139120754075356,NA,NA,0.0393877330360268
"1257",1257,"20190927_sample_3","20190927_slice_3",2019-09-27,"Sample 3","mouse_ZKETK",2019-08-08,50,"F","Vipr2-IRES2-Cre-D/wt; Ai9/wt","5","5","VIPR2+",880369,1057353,92956,10,8422,"Pvalb","Pvalb Reln",0.99,"Pvalb Reln (99.3%)","Pvalb Reln Itm2a (100.0%)","Pvalb Reln Itm2a (100.0%)","Pvalb Reln Itm2a","100.0%)","100.0","","Pvalb",NA,NA,"Fede",40,"513.6",187.7,544,1501.44,"y",NA,100,6.82694993745961,5.07822626842908,"20190927_sample_3",6.59722548923437,67.3066675662994,0.880804840963966,0.995866086295459,0.473201021903177,-32.987117767334,0.679999999999986,0,-17.0852579176426,0.121550926664327,0.00121308090076657,1.23243243243243,1.02199686026462,0.476717845058018,159.910562389663,110.24,10.24,113,6.63398020289138,0.400258110944954,0,-57.0930115573108,100,0,1.01377291467106,0,0.577464788732394,1.37476149338636,0,"Glutamatergic","Pvalb_on",10.4387068040323,0.0481525687741319,NA,0.241691694940738,-Inf,0.0763556831672322,NA,0.530942178892365,0.13337556682861,0.0205167148272107,NA,NA,0.00811628403461791
"1258",1258,"20190927_sample_4","20190927_slice_4",2019-09-27,"Sample 4","mouse_ZKETK",2019-08-08,50,"F","Vipr2-IRES2-Cre-D/wt; Ai9/wt","5","6","VIPR2+",1370888,1924075,197695,10,10538,"IT","L5 IT_4",0.88,"L5 IT_4 (88.4%), L6 IT_2 (4.9%), L5 ET_3 (2.1%)","L6 IT ALM Oprk1 (41.0%), L5 IT VISp Col27a1 (26.0%), L6 IT VISp Penk Col27a1 (20.0%)","L6 IT ALM Oprk1 (41.0%), L5 IT VISp Col27a1 (26.0%), L6 IT VISp Penk Col27a1 (20.0%)","L6 IT ALM Oprk1","41.0%), L5 IT VISp Col27a1","41.0",", L5 IT VISp Col27a1","L6",NA,NA,"Fede",20,"1134.5",414.5,496.5,1370.34,"y",NA,41,5.03439560459,-1.36474471660177,"20190927_sample_4",1.39476171226654,88.4094797074795,0.873101092660796,0.987574736877863,0.152409021751681,-39.2436720430851,1.8,0,1.273013651371,0.416666666666666,0.00166058354657998,1.49599721545423,1.34432247929529,0.214334080456082,117.280476342887,50.56,30.2,17,11.2061602276423,8.49827680742445,2,-50.7781034916639,60,0,1.00036972581263,0,0.888888888888889,4.58203286529772,0,"Glutamatergic","L6.IT_on",161.939638103882,0.747009156157453,NA,0.428124106256951,-Inf,0.12594739704287,NA,0.0662821630937781,0.174446069713302,0.0514650291072771,NA,NA,0.0192705279395037
"1259",1259,"20190927_sample_5","20190927_slice_5",2019-09-27,"Sample 5","mouse_ZKETK",2019-08-08,50,"F","Vipr2-IRES2-Cre-D/wt; Ai9/wt","5","5","VIPR2+",1340985,1761523,241966,10,11580,"Pvalb","Pvalb Gpr149",1,"Pvalb Gpr149 (99.7%)","Pvalb Gpr149 Islr (78.0%), Pvalb Reln Itm2a (21.0%)","Pvalb Gpr149 Islr (78.0%), Pvalb Reln Itm2a (21.0%)","Pvalb Gpr149 Islr","78.0%), Pvalb Reln Itm2a","78.0",", Pvalb Reln Itm2a","Pvalb",NA,NA,"Fede",38,"1000.7",365.3,549.7,1517.172,"y",NA,78,-1.36474471660177,-1.36474471660177,"20190927_sample_5",3.16544050922675,65.431397408247,0.961201898849739,0.996737156985249,0.309130092204471,-31.8389423191547,0.560000000000005,0,-17.435684800148,0,4.14403645016146e-05,1.28333333333333,1.02513505038261,0.0871972054048373,124.820559094349,28.68,17.84,110,6.76312735002982,1.01560030990432,0,-62.0367545545101,164.117647058824,0,1.05616113821651,0,0.879310344827586,1.1726382034647,0,"Glutamatergic","Pvalb_on",39.7091985095031,0.18317402223194,NA,0.343849399556593,-Inf,0.134028891271734,NA,0.677187888276798,0.0298609263083814,0.127444861542641,NA,NA,0.0654532361543688
"1260",1260,"20190927_sample_6","20190927_slice_6",2019-09-27,"Sample 6","mouse_ZKETK",2019-08-08,50,"F","Vipr2-IRES2-Cre-D/wt; Ai9/wt","5","5","VIPR2+",460141,361212,40597,10,5740,"Vip","Vip Serpinf1_2",0.67,"Vip Serpinf1_2 (66.9%), Vip Serpinf1_3 (31.7%)","Serpinf1 Clrn1 (100.0%)","Serpinf1 Clrn1 (100.0%)","Serpinf1 Clrn1","100.0%)","100.0","","Serpinf1",NA,NA,"Fede",42,"877",322.5,517.9,1429.404,NA,NA,100,-1.36474471660176,-1.36474471660176,"20190927_sample_6",3.013584750331,81.0058116912842,0.838444299206664,0.995265359319757,0.242851936117833,-37.5314243137836,1,0,-10.1708918809891,0,0.00156515906456672,2.23028391167193,1.1156213740836,0.282904089937618,327.356628362089,67.44,22.12,33,12.6271479820504,2.57298863734736,0,-57.660487382859,31.1111111111111,0,1.04457033713774,0,0.764705882352941,2.30859494337367,2,"Glutamatergic","Serpinf1_on",42.7221060331107,0.197072222407901,NA,0.222719857111313,-Inf,0.0673610510179178,NA,0.637774716045647,0.0547233973768299,0.0683857922540727,NA,NA,0.00109526968855988
"1261",1261,"20190927_sample_7","20190927_slice_7",2019-09-27,"Sample 7","mouse_ZKETK",2019-08-08,50,"F","Vipr2-IRES2-Cre-D/wt; Ai9/wt","5","5","VIPR2+",9361,1713,659,10,3431,"CT","L6 CT Cpa6",0.79,"L6 CT Cpa6 (79.3%), L6 CT Grp (6.9%), L6 CT Pou3f2 (4.3%)","L6 CT ALM Cpa6 (39.0%), L6 CT VISp Ctxn3 Brinp3 (31.0%), L6 CT VISp Ctxn3 Sla (17.0%)","L6 CT ALM Cpa6 (39.0%), L6 CT VISp Ctxn3 Brinp3 (31.0%), L6 CT VISp Ctxn3 Sla (17.0%)","L6 CT ALM Cpa6","39.0%), L6 CT VISp Ctxn3 Brinp3","39.0",", L6 CT VISp Ctxn3 Brinp3","L6",NA,NA,"Fede",40,"974.8",350.7,571.2,1576.512,"y",NA,39,-1.36474471660176,-1.36474471660176,"20190927_sample_7",5.51577409011516,89.0013799071312,0.763707763992062,0.970095757360298,0.335284456355295,-33.1701077520847,1.4,0,-4.19675186276436,0,0.00167889497343686,1.29784946236559,1.08952606315386,0.207078394130863,131.97989046822,15.52,12.32,16,7.34120231991123,1.40128258951992,0,-51.1142985485494,83.3333333333333,0,1.07179486736319,0,0.875,3.50925114741186,0,"Glutamatergic","L6.CT_on",95.8499731846568,0.442145038884514,NA,0.312142104214938,-Inf,0.0285653442005429,NA,0.292755719161529,0.0164117788726383,0.0283122812135895,NA,NA,0.0193077092156741
"1262",1262,"20191001_sample_1","20191001_slice_1",2019-10-01,"Sample 1","mouse_JHFFH",2019-05-30,124,"F","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",7311617,7709285,997141,11,11875,"Sst","Sst Htr1a",0.97,"Sst Htr1a (97.0%)","Sst Hpse Sema3c (95.0%)","Sst Hpse Sema3c (95.0%)","Sst Hpse Sema3c","95.0%)","95.0","","Sst",2041,135.94,"Fede",37,"677.7",249.7,462.4,1276.224,NA,NA,95,-1.36474471660176,4.27501449637673,"20191001_sample_1",2.25761346324831,98.8131798803806,0.876364311048687,0.963038553589444,0.21011090680004,-46.6369092464447,1.23999999999996,0,8.25940817594528,0.280356037888524,0.0114035969238485,1.32732586458841,1.27677294643168,0.54030492518726,153.789713685401,172.96,112.56,15,21.5227337881791,0.148449530092478,0,-56.8722267009318,60,0,1.00630658686404,0,0.363636363636364,2.2398381925259,0,"Glutamatergic","Sst_on",39.3522306721901,0.181527370145713,NA,0.249398034552719,-Inf,0.0968234392747425,NA,0.573430191054409,0.140478600118254,0.0344525850117444,NA,NA,0.0161593343850429
"1263",1263,"20191001_sample_2","20191001_slice_2",2019-10-01,"Sample 2","mouse_JHFFH",2019-05-30,124,"F","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST-",453909,48234,43307,11,2462,"low quality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1524,52.6,"Fede",22,"692.5",252.7,435.6,1202.256,NA,NA,NA,7.31171641424811,8.34501363334686,"20191001_sample_2",1.16066976836581,99.0716032683849,0.709504031282117,1.00802344812193,0.132846184529872,-37.1743477880955,1.23999999999999,0,2.50944122672081,0.648889666025529,0.00164117343825877,13.1570680628272,5.32765561457069,0.248629360217116,59.56166028666,76.84,55.4,23,15.5521768686877,2.01130911365537,0,-58.6090999372303,200,0,1.22471246744253,0,0.769230769230769,3.59018760701549,0,"Glutamatergic","L6.IT_on",33.6168847872372,0.155070871045465,NA,0.161040361841732,-Inf,-0.021705132001135,NA,-0.0414099079638188,0.276705998626213,0.0261421995662477,NA,NA,-0.0200388394276442
"1264",1264,"20191001_sample_3","20191001_slice_3",2019-10-01,"Sample 3","mouse_JHFFH",2019-05-30,124,"F","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",2357332,2074685,317305,11,9516,"Sst","Sst Crhr2_1",0.99,"Sst Crhr2_1 (99.4%)","Sst Crh 4930553C11Rik  (79.0%), Sst Crhr2 Efemp1 (21.0%)","Sst Crh 4930553C11Rik  (79.0%), Sst Crhr2 Efemp1 (21.0%)","Sst Crh 4930553C11Rik","79.0%), Sst Crhr2 Efemp1","79.0",", Sst Crhr2 Efemp1","Sst",2046,134.4,"Fede",66,"915.7",334.6,466,1286.16,"y",NA,79,-1.36474471660176,-1.36474471660176,"20191001_sample_3",0.263790056388302,78.2772470265627,0.944157118693073,0.993550719009899,0.0653519594302978,-28.3872131258249,0.840000000000007,0,-22.0903996378183,0,0.000366689265536724,1.15758754863813,1.02024929620059,0.136547489510784,248.916528518001,38.08,23.44,32,12.2497059372618,7.5551480054589,0,-56.1463485017419,80,55.0647345998878,1.26622697128973,0.52184,0.823529411764706,1.65192481220116,1,"Glutamatergic","Sst_on",12.4398565816434,0.0573836453914515,NA,0.250031337686062,-Inf,0.00996289696157878,NA,0.655163412604346,0.0175007269921882,0.030928705216383,NA,NA,0.0164077353001346
"1265",1265,"20191001_sample_4","20191001_slice_4",2019-10-01,"Sample 4","mouse_JHFFH",2019-05-30,124,"F","Sst-IRES-Cre/wt; Ai9/wt","6","6","SST+",4150813,2949687,319067,11,11046,"Pvalb","Pvalb Egfem1",0.98,"Pvalb Egfem1 (98.1%)","Pvalb Th Sst (61.0%), Pvalb Akr1c18 Ntf3 (39.0%)","Pvalb Th Sst (61.0%), Pvalb Akr1c18 Ntf3 (39.0%)","Pvalb Th Sst","61.0%), Pvalb Akr1c18 Ntf3","61.0",", Pvalb Akr1c18 Ntf3","Pvalb",2488,122.88,"Fede",40,"1103.6",403.7,475.6,1312.656,"y",NA,61,6.23365609492281,-1.36474471660177,"20191001_sample_4",0.139788106829282,81.2342129647732,0.934416542941614,0.9982030292954,0.0492983346962055,-46.3902205228806,0.760000000000011,0,-8.51952657103539,0,4.92443340343745e-05,1.11041009463722,1.01241551237537,0.0697950747502796,181.477603316307,116.32,22.56,60,8.37370828127611,1.07299766603407,0,-63.8528735473752,80,0,1.04109488041695,0,0.903225806451613,1.50892594578151,1,"Glutamatergic","Pvalb_on",22.0112970041227,0.10153561285862,NA,0.287318537137346,-Inf,0.0487365331996263,NA,0.749709443245595,0.0585452055739228,0.00216098609718438,NA,NA,0.0375849708768163
"1266",1266,"20191001_sample_5","20191001_slice_5",2019-10-01,"Sample 5","mouse_JHFFH",2019-05-30,124,"F","Sst-IRES-Cre/wt; Ai9/wt","6","6","SST+",2643114,2119501,268520,11,9290,"Sst","Sst C1ql3_2",0.65,"Sst C1ql3_2 (64.6%), Sst C1ql3_1 (34.9%)","Sst Rxfp1 Eya1 (100.0%)","Sst Rxfp1 Eya1 (100.0%)","Sst Rxfp1 Eya1","100.0%)","100.0","","Sst",1977,130.4,"Fede",49,"931.2",329.5,438.8,1211.088,"y",NA,100,5.75373381777153,6.39406587449771,"20191001_sample_5",0.480460886684102,75.0783439725637,0.940975932459405,0.993060508468704,0.0940361498398252,-23.1145266443491,0.760000000000011,0,-22.4656779319048,0,0.000199605397267034,1.2,1.02171180669363,0.113511090995592,242.856033864121,65.4,29.04,39,20.0631718751071,4.70068675138992,0,-50.3025870747864,70,49.7487139870229,1.19631158368259,0.52276,0.857142857142857,1.48098114615208,0,"Glutamatergic","Sst_on",13.4983782809378,0.0622664857548284,NA,0.225687643632415,-Inf,-0.0134998460510266,NA,0.661540041286319,0.143253263716845,0.0076927894211428,NA,NA,0.00499811819067036
"1267",1267,"20191001_sample_6","20191001_slice_6",2019-10-01,"Sample 6","mouse_JHFFH",2019-05-30,124,"F","Sst-IRES-Cre/wt; Ai9/wt","5","5","SST+",2888815,2293097,292710,11,9943,"Sst","Sst Crhr2_1",0.72,"Sst Crhr2_1 (72.3%), Sst C1ql3_2 (13.0%), Sst Myh8_3 (6.7%)","Sst Crh 4930553C11Rik  (88.0%), Sst Rxfp1 Eya1 (12.0%)","Sst Crh 4930553C11Rik  (88.0%), Sst Rxfp1 Eya1 (12.0%)","Sst Crh 4930553C11Rik","88.0%), Sst Rxfp1 Eya1","88.0",", Sst Rxfp1 Eya1","Sst",1922,157.89,"Fede",48,"807.9",292.5,459.7,1268.772,NA,NA,88,6.91368122022828,4.66862202513872,"20191001_sample_6",2.20967848349424,83.1439197063446,0.961989178976482,0.993377440797263,0.203510288007582,-39.7134199738503,0.800000000000023,0,-13.773187994957,0,0.000461476630377892,1.25092250922509,1.0542395701447,0.178102018534297,160.723848545125,51.84,30.28,42,10.9834581073995,4.20635027523898,0,-68.5215978130698,123.829787234043,47.1067043334242,1.18159167448449,0.45812,0.782608695652174,1.88594097218532,0,"Glutamatergic","Sst_on",30.7889757926349,0.142026048070173,NA,0.280207823420556,-Inf,0.000649326040067613,NA,0.743686267225326,0.0500403073334328,0.0333491304327126,NA,NA,0.0162689132896353
